Países,Quantidade (KG),Valor (US$),Ano
Chile,18620819.0,27472449.0,2011
Colômbia,0.0,0.0,2011
Egito,0.0,0.0,2011
Espanha,993310.0,1894982.0,2011
Estados Unidos,3265.0,16288.0,2011
Grécia,0.0,0.0,2011
Itália,552911.0,1045123.0,2011
México,233856.0,601883.0,2011
Peru,240389.0,580014.0,2011
Paraguai,0.0,0.0,2011
Portugal,0.0,0.0,2011
Panamá,0.0,0.0,2011
Reino Unido,0.0,0.0,2011
Uruguai,0.0,0.0,2011
Venezuela,0.0,0.0,2011
Não consta na tabela,0.0,0.0,2011
Outros,0.0,0.0,2011
Argélia,0.0,0.0,2012
Argentina,8714800.0,13595978.0,2012
Brasil,14612.0,37412.0,2012
Chile,22385291.0,36393910.0,2012
Colômbia,0.0,0.0,2012
Egito,0.0,0.0,2012
Espanha,393387.0,679189.0,2012
Estados Unidos,32458.0,85451.0,2012
Grécia,0.0,0.0,2012
Itália,1154322.0,2161324.0,2012
México,173184.0,388467.0,2012
Peru,426468.0,1040103.0,2012
Paraguai,0.0,0.0,2012
Portugal,0.0,0.0,2012
Panamá,0.0,0.0,2012
Reino Unido,0.0,0.0,2012
Uruguai,0.0,0.0,2012
Venezuela,0.0,0.0,2012
Não consta na tabela,0.0,0.0,2012
Outros,0.0,0.0,2012
Argélia,0.0,0.0,2013
Argentina,5810559.0,10558621.0,2013
Brasil,0.0,0.0,2013
Chile,24392313.0,43466944.0,2013
Colômbia,0.0,0.0,2013
Egito,0.0,0.0,2013
Espanha,246827.0,505467.0,2013
Estados Unidos,80518.0,205104.0,2013
Grécia,0.0,0.0,2013
Itália,1073920.0,2303222.0,2013
México,298656.0,742610.0,2013
Peru,728022.0,1798788.0,2013
Paraguai,0.0,0.0,2013
Portugal,0.0,0.0,2013
Panamá,0.0,0.0,2013
Reino Unido,0.0,0.0,2013
Uruguai,0.0,0.0,2013
Venezuela,0.0,0.0,2013
Não consta na tabela,0.0,0.0,2013
Outros,0.0,0.0,2013
Argélia,0.0,0.0,2014
Argentina,2758211.0,4852008.0,2014
Brasil,0.0,0.0,2014
Chile,25952434.0,47301298.0,2014
Colômbia,0.0,0.0,2014
Egito,0.0,0.0,2014
Espanha,401281.0,716423.0,2014
Estados Unidos,50811.0,166753.0,2014
Grécia,0.0,0.0,2014
Itália,1228338.0,2274045.0,2014
México,184747.0,398096.0,2014
Peru,3184984.0,6629415.0,2014
Paraguai,0.0,0.0,2014
Portugal,0.0,0.0,2014
Panamá,0.0,0.0,2014
Reino Unido,0.0,0.0,2014
Uruguai,0.0,0.0,2014
Venezuela,0.0,0.0,2014
Não consta na tabela,0.0,0.0,2014
Outros,0.0,0.0,2014
Argélia,0.0,0.0,2015
Argentina,3569873.0,5636226.0,2015
Brasil,0.0,0.0,2015
Chile,24254096.0,36956724.0,2015
Colômbia,0.0,0.0,2015
Egito,0.0,0.0,2015
Espanha,145066.0,257656.0,2015
Estados Unidos,16504.0,65265.0,2015
Grécia,0.0,0.0,2015
Itália,1053083.0,1856161.0,2015
México,133608.0,307654.0,2015
Peru,2645931.0,4885560.0,2015
Paraguai,0.0,0.0,2015
Portugal,0.0,0.0,2015
Panamá,0.0,0.0,2015
Reino Unido,0.0,0.0,2015
Uruguai,0.0,0.0,2015
Venezuela,0.0,0.0,2015
Não consta na tabela,0.0,0.0,2015
Outros,0.0,0.0,2015
Argélia,0.0,0.0,2016
Argentina,3931377.0,5771032.0,2016
Brasil,0.0,0.0,2016
Chile,18424582.0,30767570.0,2016
Colômbia,0.0,0.0,2016
Egito,0.0,0.0,2016
Espanha,431567.0,628571.0,2016
Estados Unidos,3522.0,21093.0,2016
Grécia,0.0,0.0,2016
Itália,589675.0,1002856.0,2016
México,0.0,0.0,2016
Peru,4399499.0,7646918.0,2016
Paraguai,0.0,0.0,2016
Portugal,0.0,0.0,2016
Panamá,0.0,0.0,2016
Reino Unido,0.0,0.0,2016
Uruguai,0.0,0.0,2016
Venezuela,0.0,0.0,2016
Não consta na tabela,0.0,0.0,2016
Outros,0.0,0.0,2016
Argélia,0.0,0.0,2017
Argentina,2097970.0,3302565.0,2017
Brasil,0.0,0.0,2017
Chile,18510455.0,29248621.0,2017
Colômbia,0.0,0.0,2017
Egito,0.0,0.0,2017
Espanha,243947.0,403978.0,2017
Estados Unidos,2164.0,17056.0,2017
Grécia,0.0,0.0,2017
Itália,788663.0,1442078.0,2017
México,0.0,0.0,2017
Peru,2553897.0,4729591.0,2017
Paraguai,0.0,0.0,2017
Portugal,0.0,0.0,2017
Panamá,0.0,0.0,2017
Reino Unido,0.0,0.0,2017
Uruguai,0.0,0.0,2017
Venezuela,0.0,0.0,2017
Não consta na tabela,0.0,0.0,2017
Outros,0.0,0.0,2017
Argélia,0.0,0.0,2018
Argentina,1616855.0,2499358.0,2018
Brasil,0.0,0.0,2018
Chile,16103415.0,25237521.0,2018
Colômbia,0.0,0.0,2018
Egito,0.0,0.0,2018
Espanha,83212.0,164529.0,2018
Estados Unidos,15100.0,40981.0,2018
Grécia,0.0,0.0,2018
Itália,334544.0,610245.0,2018
México,0.0,0.0,2018
Peru,947045.0,1936467.0,2018
Paraguai,0.0,0.0,2018
Portugal,0.0,0.0,2018
Panamá,0.0,0.0,2018
Reino Unido,0.0,0.0,2018
Uruguai,0.0,0.0,2018
Venezuela,0.0,0.0,2018
Não consta na tabela,0.0,0.0,2018
Outros,0.0,0.0,2018
Argélia,0.0,0.0,2019
Argentina,3211513.0,4659791.0,2019
Brasil,0.0,0.0,2019
Chile,9082957.0,13450429.0,2019
Colômbia,0.0,0.0,2019
Egito,0.0,0.0,2019
Espanha,51079.0,109171.0,2019
Estados Unidos,1343.0,10481.0,2019
Grécia,0.0,0.0,2019
Itália,591991.0,1020673.0,2019
México,0.0,0.0,2019
Peru,1585923.0,2862870.0,2019
Paraguai,0.0,0.0,2019
Portugal,0.0,0.0,2019
Panamá,0.0,0.0,2019
Reino Unido,0.0,0.0,2019
Uruguai,0.0,0.0,2019
Venezuela,0.0,0.0,2019
Não consta na tabela,0.0,0.0,2019
Outros,0.0,0.0,2019
Argélia,21746.0,34476.0,2020
Argentina,1798220.0,2559671.0,2020
Brasil,0.0,0.0,2020
Chile,4943446.0,6986630.0,2020
Colômbia,0.0,0.0,2020
Egito,0.0,0.0,2020
Espanha,0.0,0.0,2020
Estados Unidos,0.0,0.0,2020
Grécia,0.0,0.0,2020
Itália,0.0,0.0,2020
México,0.0,0.0,2020
Peru,487080.0,852856.0,2020
Paraguai,0.0,0.0,2020
Portugal,0.0,0.0,2020
Panamá,0.0,0.0,2020
Reino Unido,0.0,0.0,2020
Uruguai,0.0,0.0,2020
Venezuela,0.0,0.0,2020
Não consta na tabela,0.0,0.0,2020
Outros,0.0,0.0,2020
Argélia,0.0,0.0,2021
Argentina,1356735.0,1696659.0,2021
Brasil,0.0,0.0,2021
Chile,3888723.0,5404163.0,2021
Colômbia,0.0,0.0,2021
Egito,0.0,0.0,2021
Espanha,0.0,0.0,2021
Estados Unidos,0.0,0.0,2021
Grécia,0.0,0.0,2021
Itália,0.0,0.0,2021
México,0.0,0.0,2021
Peru,75768.0,151819.0,2021
Paraguai,0.0,0.0,2021
Portugal,0.0,0.0,2021
Panamá,0.0,0.0,2021
Reino Unido,0.0,0.0,2021
Uruguai,0.0,0.0,2021
Venezuela,0.0,0.0,2021
Não consta na tabela,0.0,0.0,2021
Outros,0.0,0.0,2021
Argélia,0.0,0.0,2022
Argentina,771187.0,1053519.0,2022
Brasil,0.0,0.0,2022
Chile,6536258.0,9640996.0,2022
Colômbia,0.0,0.0,2022
Egito,27760.0,53709.0,2022
Espanha,0.0,0.0,2022
Estados Unidos,0.0,0.0,2022
Grécia,0.0,0.0,2022
Itália,0.0,0.0,2022
México,414622.0,902301.0,2022
Peru,0.0,0.0,2022
Paraguai,0.0,0.0,2022
Portugal,0.0,0.0,2022
Panamá,0.0,0.0,2022
Reino Unido,0.0,0.0,2022
Uruguai,0.0,0.0,2022
Venezuela,0.0,0.0,2022
Não consta na tabela,0.0,0.0,2022
Outros,0.0,0.0,2022
Argélia,0.0,0.0,2023
Argentina,400781.0,525034.0,2023
Brasil,0.0,0.0,2023
Chile,6144949.0,9738753.0,2023
Colômbia,0.0,0.0,2023
Egito,0.0,0.0,2023
Espanha,0.0,0.0,2023
Estados Unidos,0.0,0.0,2023
Grécia,0.0,0.0,2023
Itália,0.0,0.0,2023
México,0.0,0.0,2023
Peru,1086032.0,2635488.0,2023
Paraguai,0.0,0.0,2023
Portugal,0.0,0.0,2023
Panamá,0.0,0.0,2023
Reino Unido,0.0,0.0,2023
Uruguai,0.0,0.0,2023
Venezuela,0.0,0.0,2023
Não consta na tabela,0.0,0.0,2023
Outros,0.0,0.0,2023
