Países,Quantidade (KG),Valor (US$),Ano
Venezuela,0.0,0.0,1998
Outros,0.0,0.0,1998
Africa do Sul,0.0,0.0,1999
Alemanha,0.0,0.0,1999
Argentina,2003660.0,1845406.0,1999
Austria,0.0,0.0,1999
Canadá,0.0,0.0,1999
"Coreia do Sul, República",112762.0,90300.0,1999
"Coreia do Norte, República",25100.0,20413.0,1999
Chile,136.0,253.0,1999
China,0.0,0.0,1999
Dinamarca,0.0,0.0,1999
Espanha,0.0,0.0,1999
Estados Unidos,5394.0,11240.0,1999
França,0.0,0.0,1999
Guiana,0.0,0.0,1999
Israel,374.0,282.0,1999
itália,0.0,0.0,1999
Japão,0.0,0.0,1999
Líbano,0.0,0.0,1999
México,314075.0,108319.0,1999
Países Baixos,0.0,0.0,1999
Panamá,0.0,0.0,1999
Peru,0.0,0.0,1999
Portugal,0.0,0.0,1999
Reino Unido,0.0,0.0,1999
Taiwan,0.0,0.0,1999
Turquia,0.0,0.0,1999
Uruguai,0.0,0.0,1999
Venezuela,0.0,0.0,1999
Outros,3186.0,1695.0,1999
Africa do Sul,0.0,0.0,2000
Alemanha,0.0,0.0,2000
Argentina,2022110.0,1659478.0,2000
Austria,0.0,0.0,2000
Canadá,0.0,0.0,2000
"Coreia do Sul, República",5141.0,1800.0,2000
"Coreia do Norte, República",11560.0,9062.0,2000
Chile,0.0,0.0,2000
China,0.0,0.0,2000
Dinamarca,0.0,0.0,2000
Espanha,0.0,0.0,2000
Estados Unidos,10338.0,19754.0,2000
França,0.0,0.0,2000
Guiana,0.0,0.0,2000
Israel,840.0,1400.0,2000
itália,0.0,0.0,2000
Japão,0.0,0.0,2000
Líbano,0.0,0.0,2000
México,0.0,0.0,2000
Países Baixos,0.0,0.0,2000
Panamá,0.0,0.0,2000
Peru,0.0,0.0,2000
Portugal,0.0,0.0,2000
Reino Unido,0.0,0.0,2000
Taiwan,0.0,0.0,2000
Turquia,0.0,0.0,2000
Uruguai,0.0,0.0,2000
Venezuela,0.0,0.0,2000
Outros,3004.0,911.0,2000
Africa do Sul,1200.0,665.0,2001
Alemanha,0.0,0.0,2001
Argentina,1379960.0,869223.0,2001
Austria,0.0,0.0,2001
Canadá,0.0,0.0,2001
"Coreia do Sul, República",8255.0,2645.0,2001
"Coreia do Norte, República",19071.0,8389.0,2001
Chile,1391570.0,1502228.0,2001
China,0.0,0.0,2001
Dinamarca,0.0,0.0,2001
Espanha,0.0,0.0,2001
Estados Unidos,6089.0,11831.0,2001
França,0.0,0.0,2001
Guiana,0.0,0.0,2001
Israel,1170.0,2192.0,2001
itália,0.0,0.0,2001
Japão,0.0,0.0,2001
Líbano,0.0,0.0,2001
México,0.0,0.0,2001
Países Baixos,0.0,0.0,2001
Panamá,0.0,0.0,2001
Peru,0.0,0.0,2001
Portugal,0.0,0.0,2001
Reino Unido,0.0,0.0,2001
Taiwan,0.0,0.0,2001
Turquia,0.0,0.0,2001
Uruguai,0.0,0.0,2001
Venezuela,0.0,0.0,2001
Outros,0.0,0.0,2001
Africa do Sul,0.0,0.0,2002
Alemanha,0.0,0.0,2002
Argentina,0.0,0.0,2002
Austria,0.0,0.0,2002
Canadá,0.0,0.0,2002
"Coreia do Sul, República",0.0,0.0,2002
"Coreia do Norte, República",0.0,0.0,2002
Chile,27000.0,28350.0,2002
China,0.0,0.0,2002
Dinamarca,0.0,0.0,2002
Espanha,0.0,0.0,2002
Estados Unidos,0.0,0.0,2002
França,0.0,0.0,2002
Guiana,0.0,0.0,2002
Israel,0.0,0.0,2002
itália,0.0,0.0,2002
Japão,0.0,0.0,2002
Líbano,0.0,0.0,2002
México,0.0,0.0,2002
Países Baixos,0.0,0.0,2002
Panamá,0.0,0.0,2002
Peru,0.0,0.0,2002
Portugal,0.0,0.0,2002
Reino Unido,0.0,0.0,2002
Taiwan,0.0,0.0,2002
Turquia,0.0,0.0,2002
Uruguai,0.0,0.0,2002
Venezuela,0.0,0.0,2002
Outros,0.0,0.0,2002
Africa do Sul,0.0,0.0,2003
Alemanha,0.0,0.0,2003
Argentina,2237000.0,994132.0,2003
Austria,0.0,0.0,2003
Canadá,0.0,0.0,2003
"Coreia do Sul, República",5400.0,2145.0,2003
"Coreia do Norte, República",0.0,0.0,2003
Chile,0.0,0.0,2003
China,0.0,0.0,2003
Dinamarca,0.0,0.0,2003
Espanha,0.0,0.0,2003
Estados Unidos,3536.0,4555.0,2003
França,6.0,5.0,2003
Guiana,0.0,0.0,2003
Israel,0.0,0.0,2003
itália,0.0,0.0,2003
Japão,0.0,0.0,2003
Líbano,0.0,0.0,2003
México,0.0,0.0,2003
Países Baixos,0.0,0.0,2003
Panamá,0.0,0.0,2003
Peru,0.0,0.0,2003
Portugal,0.0,0.0,2003
Reino Unido,0.0,0.0,2003
Taiwan,0.0,0.0,2003
Turquia,0.0,0.0,2003
Uruguai,0.0,0.0,2003
Venezuela,0.0,0.0,2003
Outros,0.0,0.0,2003
Africa do Sul,1876.0,1124.0,2004
Alemanha,600.0,1791.0,2004
Argentina,850000.0,658747.0,2004
Austria,0.0,0.0,2004
Canadá,0.0,0.0,2004
"Coreia do Sul, República",4805.0,1344.0,2004
"Coreia do Norte, República",0.0,0.0,2004
Chile,0.0,0.0,2004
China,0.0,0.0,2004
Dinamarca,0.0,0.0,2004
Espanha,0.0,0.0,2004
Estados Unidos,10450.0,13762.0,2004
França,0.0,0.0,2004
Guiana,0.0,0.0,2004
Israel,2475.0,3891.0,2004
itália,0.0,0.0,2004
Japão,0.0,0.0,2004
Líbano,0.0,0.0,2004
México,0.0,0.0,2004
Países Baixos,0.0,0.0,2004
Panamá,0.0,0.0,2004
Peru,0.0,0.0,2004
Portugal,0.0,0.0,2004
Reino Unido,0.0,0.0,2004
Taiwan,0.0,0.0,2004
Turquia,0.0,0.0,2004
Uruguai,0.0,0.0,2004
Venezuela,0.0,0.0,2004
Outros,0.0,0.0,2004
Africa do Sul,12014.0,7685.0,2005
Alemanha,0.0,0.0,2005
Argentina,974970.0,870222.0,2005
Austria,0.0,0.0,2005
Canadá,0.0,0.0,2005
"Coreia do Sul, República",7379.0,2365.0,2005
"Coreia do Norte, República",0.0,0.0,2005
Chile,0.0,0.0,2005
China,0.0,0.0,2005
Dinamarca,0.0,0.0,2005
Espanha,0.0,0.0,2005
Estados Unidos,9044.0,12130.0,2005
França,0.0,0.0,2005
Guiana,0.0,0.0,2005
Israel,5879.0,8140.0,2005
itália,0.0,0.0,2005
Japão,0.0,0.0,2005
Líbano,0.0,0.0,2005
México,0.0,0.0,2005
Países Baixos,0.0,0.0,2005
Panamá,0.0,0.0,2005
Peru,0.0,0.0,2005
Portugal,0.0,0.0,2005
Reino Unido,0.0,0.0,2005
Taiwan,0.0,0.0,2005
Turquia,0.0,0.0,2005
Uruguai,0.0,0.0,2005
Venezuela,0.0,0.0,2005
Outros,0.0,0.0,2005
Africa do Sul,10689.0,7312.0,2006
Alemanha,0.0,0.0,2006
Argentina,1775000.0,1535250.0,2006
Austria,0.0,0.0,2006
Canadá,0.0,0.0,2006
"Coreia do Sul, República",0.0,0.0,2006
"Coreia do Norte, República",0.0,0.0,2006
Chile,0.0,0.0,2006
China,0.0,0.0,2006
Dinamarca,0.0,0.0,2006
Espanha,0.0,0.0,2006
Estados Unidos,20842.0,25866.0,2006
França,0.0,0.0,2006
Guiana,0.0,0.0,2006
Israel,3249.0,4082.0,2006
itália,0.0,0.0,2006
Japão,0.0,0.0,2006
Líbano,0.0,0.0,2006
México,0.0,0.0,2006
Países Baixos,0.0,0.0,2006
Panamá,0.0,0.0,2006
Peru,0.0,0.0,2006
Portugal,0.0,0.0,2006
Reino Unido,0.0,0.0,2006
Taiwan,0.0,0.0,2006
Turquia,0.0,0.0,2006
Uruguai,0.0,0.0,2006
Venezuela,0.0,0.0,2006
Outros,0.0,0.0,2006
Africa do Sul,12754.0,8635.0,2007
Alemanha,0.0,0.0,2007
Argentina,1297680.0,1095590.0,2007
Austria,0.0,0.0,2007
Canadá,0.0,0.0,2007
"Coreia do Sul, República",0.0,0.0,2007
"Coreia do Norte, República",0.0,0.0,2007
Chile,225000.0,292500.0,2007
China,0.0,0.0,2007
Dinamarca,0.0,0.0,2007
Espanha,0.0,0.0,2007
Estados Unidos,2028.0,3604.0,2007
França,0.0,0.0,2007
Guiana,0.0,0.0,2007
Israel,1965.0,2857.0,2007
itália,0.0,0.0,2007
Japão,0.0,0.0,2007
Líbano,0.0,0.0,2007
México,0.0,0.0,2007
Países Baixos,0.0,0.0,2007
Panamá,0.0,0.0,2007
Peru,0.0,0.0,2007
Portugal,0.0,0.0,2007
Reino Unido,0.0,0.0,2007
Taiwan,0.0,0.0,2007
Turquia,0.0,0.0,2007
Uruguai,0.0,0.0,2007
Venezuela,0.0,0.0,2007
Outros,0.0,0.0,2007
Africa do Sul,14379.0,10961.0,2008
Alemanha,60850.0,68950.0,2008
Argentina,0.0,0.0,2008
Austria,0.0,0.0,2008
Canadá,0.0,0.0,2008
"Coreia do Sul, República",735.0,270.0,2008
"Coreia do Norte, República",0.0,0.0,2008
Chile,100000.0,130000.0,2008
China,0.0,0.0,2008
Dinamarca,0.0,0.0,2008
Espanha,0.0,0.0,2008
Estados Unidos,8455.0,14898.0,2008
França,0.0,0.0,2008
Guiana,0.0,0.0,2008
Israel,900.0,1551.0,2008
itália,0.0,0.0,2008
Japão,0.0,0.0,2008
Líbano,0.0,0.0,2008
México,0.0,0.0,2008
Países Baixos,0.0,0.0,2008
Panamá,0.0,0.0,2008
Peru,0.0,0.0,2008
Portugal,0.0,0.0,2008
Reino Unido,0.0,0.0,2008
Taiwan,0.0,0.0,2008
Turquia,0.0,0.0,2008
Uruguai,0.0,0.0,2008
Venezuela,0.0,0.0,2008
Outros,0.0,0.0,2008
Africa do Sul,11839.0,9400.0,2009
Alemanha,0.0,0.0,2009
Argentina,0.0,0.0,2009
Austria,0.0,0.0,2009
Canadá,0.0,0.0,2009
"Coreia do Sul, República",16661.0,17249.0,2009
"Coreia do Norte, República",0.0,0.0,2009
Chile,0.0,0.0,2009
China,0.0,0.0,2009
Dinamarca,0.0,0.0,2009
Espanha,0.0,0.0,2009
Estados Unidos,13178.0,24066.0,2009
França,0.0,0.0,2009
Guiana,0.0,0.0,2009
Israel,900.0,1783.0,2009
itália,0.0,0.0,2009
Japão,0.0,0.0,2009
Líbano,0.0,0.0,2009
México,0.0,0.0,2009
Países Baixos,0.0,0.0,2009
Panamá,0.0,0.0,2009
Peru,0.0,0.0,2009
Portugal,0.0,0.0,2009
Reino Unido,0.0,0.0,2009
Taiwan,0.0,0.0,2009
Turquia,0.0,0.0,2009
Uruguai,0.0,0.0,2009
Venezuela,0.0,0.0,2009
Outros,0.0,0.0,2009
Africa do Sul,37353.0,31729.0,2010
Alemanha,0.0,0.0,2010
Argentina,108000.0,138240.0,2010
Austria,0.0,0.0,2010
Canadá,0.0,0.0,2010
"Coreia do Sul, República",15080.0,18097.0,2010
"Coreia do Norte, República",0.0,0.0,2010
Chile,1015000.0,3003445.0,2010
China,0.0,0.0,2010
Dinamarca,0.0,0.0,2010
Espanha,0.0,0.0,2010
Estados Unidos,10657.0,17793.0,2010
França,0.0,0.0,2010
Guiana,0.0,0.0,2010
Israel,1125.0,1684.0,2010
itália,0.0,0.0,2010
Japão,0.0,0.0,2010
Líbano,0.0,0.0,2010
México,0.0,0.0,2010
Países Baixos,0.0,0.0,2010
Panamá,0.0,0.0,2010
Peru,0.0,0.0,2010
Portugal,0.0,0.0,2010
Reino Unido,0.0,0.0,2010
Taiwan,0.0,0.0,2010
Turquia,0.0,0.0,2010
Uruguai,2139.0,1783.0,2010
Venezuela,0.0,0.0,2010
Outros,0.0,0.0,2010
Africa do Sul,38796.0,34605.0,2011
Alemanha,0.0,0.0,2011
Argentina,0.0,0.0,2011
Austria,3264.0,3254.0,2011
Canadá,0.0,0.0,2011
"Coreia do Sul, República",130902.0,136380.0,2011
"Coreia do Norte, República",0.0,0.0,2011
Chile,0.0,0.0,2011
China,0.0,0.0,2011
Dinamarca,0.0,0.0,2011
Espanha,0.0,0.0,2011
Estados Unidos,12487.0,13866.0,2011
França,0.0,0.0,2011
Guiana,0.0,0.0,2011
Israel,0.0,0.0,2011
itália,0.0,0.0,2011
Japão,0.0,0.0,2011
Líbano,0.0,0.0,2011
México,0.0,0.0,2011
Países Baixos,0.0,0.0,2011
Panamá,0.0,0.0,2011
Peru,0.0,0.0,2011
Portugal,0.0,0.0,2011
Reino Unido,1632.0,1016.0,2011
Taiwan,0.0,0.0,2011
Turquia,0.0,0.0,2011
Uruguai,5786.0,4989.0,2011
Venezuela,0.0,0.0,2011
Outros,0.0,0.0,2011
Africa do Sul,74388.0,71839.0,2012
Alemanha,0.0,0.0,2012
Argentina,0.0,0.0,2012
Austria,0.0,0.0,2012
Canadá,0.0,0.0,2012
"Coreia do Sul, República",542548.0,577061.0,2012
"Coreia do Norte, República",0.0,0.0,2012
Chile,0.0,0.0,2012
China,0.0,0.0,2012
Dinamarca,0.0,0.0,2012
Espanha,0.0,0.0,2012
Estados Unidos,13498.0,9740.0,2012
França,0.0,0.0,2012
Guiana,0.0,0.0,2012
Israel,1139.0,2021.0,2012
itália,0.0,0.0,2012
Japão,0.0,0.0,2012
Líbano,0.0,0.0,2012
México,0.0,0.0,2012
Países Baixos,0.0,0.0,2012
Panamá,0.0,0.0,2012
Peru,0.0,0.0,2012
Portugal,1151.0,3796.0,2012
Reino Unido,0.0,0.0,2012
Taiwan,1632.0,1034.0,2012
Turquia,6210.0,15446.0,2012
Uruguai,0.0,0.0,2012
Venezuela,0.0,0.0,2012
Outros,0.0,0.0,2012
Africa do Sul,67758.0,68254.0,2013
Alemanha,0.0,0.0,2013
Argentina,0.0,0.0,2013
Austria,0.0,0.0,2013
Canadá,0.0,0.0,2013
"Coreia do Sul, República",176796.0,227252.0,2013
"Coreia do Norte, República",0.0,0.0,2013
Chile,0.0,0.0,2013
China,0.0,0.0,2013
Dinamarca,0.0,0.0,2013
Espanha,9588.0,8215.0,2013
Estados Unidos,32044.0,34722.0,2013
França,0.0,0.0,2013
Guiana,0.0,0.0,2013
Israel,2528.0,4831.0,2013
itália,771457.0,408318.0,2013
Japão,0.0,0.0,2013
Líbano,0.0,0.0,2013
México,0.0,0.0,2013
Países Baixos,0.0,0.0,2013
Panamá,0.0,0.0,2013
Peru,0.0,0.0,2013
Portugal,0.0,0.0,2013
Reino Unido,0.0,0.0,2013
Taiwan,3672.0,2328.0,2013
Turquia,0.0,0.0,2013
Uruguai,0.0,0.0,2013
Venezuela,0.0,0.0,2013
Outros,0.0,0.0,2013
Africa do Sul,43104.0,40489.0,2014
Alemanha,0.0,0.0,2014
Argentina,0.0,0.0,2014
Austria,0.0,0.0,2014
Canadá,0.0,0.0,2014
"Coreia do Sul, República",12655.0,14784.0,2014
"Coreia do Norte, República",16704.0,24698.0,2014
Chile,0.0,0.0,2014
China,0.0,0.0,2014
Dinamarca,0.0,0.0,2014
Espanha,0.0,0.0,2014
Estados Unidos,0.0,0.0,2014
França,0.0,0.0,2014
Guiana,0.0,0.0,2014
Israel,0.0,0.0,2014
itália,0.0,0.0,2014
Japão,0.0,0.0,2014
Líbano,0.0,0.0,2014
México,0.0,0.0,2014
Países Baixos,0.0,0.0,2014
Panamá,0.0,0.0,2014
Peru,0.0,0.0,2014
Portugal,0.0,0.0,2014
Reino Unido,0.0,0.0,2014
Taiwan,2040.0,1294.0,2014
Turquia,13428.0,10216.0,2014
Uruguai,0.0,0.0,2014
Venezuela,0.0,0.0,2014
Outros,0.0,0.0,2014
Africa do Sul,13125.0,13209.0,2015
Alemanha,6496.0,46692.0,2015
Argentina,0.0,0.0,2015
Austria,0.0,0.0,2015
Canadá,0.0,0.0,2015
"Coreia do Sul, República",85145.0,49712.0,2015
"Coreia do Norte, República",15651.0,22621.0,2015
Chile,23790.0,29024.0,2015
China,0.0,0.0,2015
Dinamarca,0.0,0.0,2015
Espanha,0.0,0.0,2015
Estados Unidos,23578.0,28765.0,2015
França,862.0,2229.0,2015
Guiana,0.0,0.0,2015
Israel,2575.0,4651.0,2015
itália,225.0,771.0,2015
Japão,0.0,0.0,2015
Líbano,0.0,0.0,2015
México,0.0,0.0,2015
Países Baixos,0.0,0.0,2015
Panamá,0.0,0.0,2015
Peru,0.0,0.0,2015
Portugal,0.0,0.0,2015
Reino Unido,0.0,0.0,2015
Taiwan,0.0,0.0,2015
Turquia,5052.0,3846.0,2015
Uruguai,0.0,0.0,2015
Venezuela,0.0,0.0,2015
Outros,0.0,0.0,2015
Africa do Sul,7154.0,5841.0,2016
Alemanha,6540.0,75902.0,2016
Argentina,59028.0,80898.0,2016
Austria,0.0,0.0,2016
Canadá,0.0,0.0,2016
"Coreia do Sul, República",30022.0,44524.0,2016
"Coreia do Norte, República",0.0,0.0,2016
Chile,94940.0,183525.0,2016
China,0.0,0.0,2016
Dinamarca,0.0,0.0,2016
Espanha,0.0,0.0,2016
Estados Unidos,68730.0,108205.0,2016
França,0.0,0.0,2016
Guiana,0.0,0.0,2016
Israel,1200.0,1656.0,2016
itália,774.0,1594.0,2016
Japão,0.0,0.0,2016
Líbano,0.0,0.0,2016
México,0.0,0.0,2016
Países Baixos,0.0,0.0,2016
Panamá,0.0,0.0,2016
Peru,10238.0,8908.0,2016
Portugal,0.0,0.0,2016
Reino Unido,0.0,0.0,2016
Taiwan,0.0,0.0,2016
Turquia,0.0,0.0,2016
Uruguai,0.0,0.0,2016
Venezuela,0.0,0.0,2016
Outros,0.0,0.0,2016
Africa do Sul,22029.0,17551.0,2017
Alemanha,0.0,0.0,2017
Argentina,72900.0,90518.0,2017
Austria,1333.0,1467.0,2017
Canadá,0.0,0.0,2017
"Coreia do Sul, República",28927.0,41276.0,2017
"Coreia do Norte, República",0.0,0.0,2017
Chile,0.0,0.0,2017
China,2475.0,2098.0,2017
Dinamarca,0.0,0.0,2017
Espanha,0.0,0.0,2017
Estados Unidos,32691.0,40554.0,2017
França,0.0,0.0,2017
Guiana,0.0,0.0,2017
Israel,5340.0,7399.0,2017
itália,1161.0,4254.0,2017
Japão,0.0,0.0,2017
Líbano,0.0,0.0,2017
México,0.0,0.0,2017
Países Baixos,0.0,0.0,2017
Panamá,0.0,0.0,2017
Peru,38321.0,37176.0,2017
Portugal,4500.0,5576.0,2017
Reino Unido,0.0,0.0,2017
Taiwan,0.0,0.0,2017
Turquia,27816.0,19461.0,2017
Uruguai,0.0,0.0,2017
Venezuela,0.0,0.0,2017
Outros,0.0,0.0,2017
Africa do Sul,21618.0,18334.0,2018
Alemanha,80.0,652.0,2018
Argentina,2998.0,3139.0,2018
Austria,0.0,0.0,2018
Canadá,0.0,0.0,2018
"Coreia do Sul, República",77955.0,99441.0,2018
"Coreia do Norte, República",0.0,0.0,2018
Chile,0.0,0.0,2018
China,0.0,0.0,2018
Dinamarca,0.0,0.0,2018
Espanha,422.0,806.0,2018
Estados Unidos,14541.0,8226.0,2018
França,0.0,0.0,2018
Guiana,0.0,0.0,2018
Israel,840.0,1034.0,2018
itália,0.0,0.0,2018
Japão,0.0,0.0,2018
Líbano,0.0,0.0,2018
México,0.0,0.0,2018
Países Baixos,0.0,0.0,2018
Panamá,0.0,0.0,2018
Peru,0.0,0.0,2018
Portugal,0.0,0.0,2018
Reino Unido,0.0,0.0,2018
Taiwan,0.0,0.0,2018
Turquia,0.0,0.0,2018
Uruguai,225.0,600.0,2018
Venezuela,0.0,0.0,2018
Outros,0.0,0.0,2018
Africa do Sul,0.0,0.0,2019
Alemanha,0.0,0.0,2019
Argentina,0.0,0.0,2019
Austria,666.0,655.0,2019
Canadá,0.0,0.0,2019
"Coreia do Sul, República",0.0,0.0,2019
"Coreia do Norte, República",0.0,0.0,2019
Chile,0.0,0.0,2019
China,0.0,0.0,2019
Dinamarca,0.0,0.0,2019
Espanha,0.0,0.0,2019
Estados Unidos,9273.0,14093.0,2019
França,0.0,0.0,2019
Guiana,0.0,0.0,2019
Israel,3360.0,3609.0,2019
itália,0.0,0.0,2019
Japão,0.0,0.0,2019
Líbano,0.0,0.0,2019
México,0.0,0.0,2019
Países Baixos,0.0,0.0,2019
Panamá,0.0,0.0,2019
Peru,0.0,0.0,2019
Portugal,0.0,0.0,2019
Reino Unido,0.0,0.0,2019
Taiwan,0.0,0.0,2019
Turquia,0.0,0.0,2019
Uruguai,0.0,0.0,2019
Venezuela,0.0,0.0,2019
Outros,0.0,0.0,2019
Africa do Sul,0.0,0.0,2020
Alemanha,0.0,0.0,2020
Argentina,0.0,0.0,2020
Austria,0.0,0.0,2020
Canadá,0.0,0.0,2020
"Coreia do Sul, República",0.0,0.0,2020
"Coreia do Norte, República",0.0,0.0,2020
Chile,0.0,0.0,2020
China,0.0,0.0,2020
Dinamarca,0.0,0.0,2020
Espanha,0.0,0.0,2020
Estados Unidos,28180.0,25418.0,2020
França,0.0,0.0,2020
Guiana,0.0,0.0,2020
Israel,0.0,0.0,2020
itália,0.0,0.0,2020
Japão,0.0,0.0,2020
Líbano,0.0,0.0,2020
México,0.0,0.0,2020
Países Baixos,0.0,0.0,2020
Panamá,0.0,0.0,2020
Peru,0.0,0.0,2020
Portugal,0.0,0.0,2020
Reino Unido,0.0,0.0,2020
Taiwan,0.0,0.0,2020
Turquia,0.0,0.0,2020
Uruguai,0.0,0.0,2020
Venezuela,0.0,0.0,2020
Outros,0.0,0.0,2020
Africa do Sul,0.0,0.0,2021
Alemanha,0.0,0.0,2021
Argentina,0.0,0.0,2021
Austria,0.0,0.0,2021
Canadá,0.0,0.0,2021
"Coreia do Sul, República",0.0,0.0,2021
"Coreia do Norte, República",0.0,0.0,2021
Chile,0.0,0.0,2021
China,0.0,0.0,2021
Dinamarca,0.0,0.0,2021
Espanha,0.0,0.0,2021
Estados Unidos,3870.0,3551.0,2021
França,0.0,0.0,2021
Guiana,0.0,0.0,2021
Israel,720.0,969.0,2021
itália,0.0,0.0,2021
Japão,0.0,0.0,2021
Líbano,0.0,0.0,2021
México,0.0,0.0,2021
Países Baixos,0.0,0.0,2021
Panamá,0.0,0.0,2021
Peru,0.0,0.0,2021
Portugal,0.0,0.0,2021
Reino Unido,0.0,0.0,2021
Taiwan,0.0,0.0,2021
Turquia,0.0,0.0,2021
Uruguai,0.0,0.0,2021
Venezuela,0.0,0.0,2021
Outros,0.0,0.0,2021
Africa do Sul,0.0,0.0,2022
Alemanha,0.0,0.0,2022
Argentina,0.0,0.0,2022
Austria,0.0,0.0,2022
Canadá,0.0,0.0,2022
"Coreia do Sul, República",0.0,0.0,2022
"Coreia do Norte, República",0.0,0.0,2022
Chile,0.0,0.0,2022
China,0.0,0.0,2022
Dinamarca,0.0,0.0,2022
Espanha,0.0,0.0,2022
Estados Unidos,29414.0,16781.0,2022
França,0.0,0.0,2022
Guiana,0.0,0.0,2022
Israel,0.0,0.0,2022
itália,0.0,0.0,2022
Japão,0.0,0.0,2022
Líbano,0.0,0.0,2022
México,0.0,0.0,2022
Países Baixos,0.0,0.0,2022
Panamá,0.0,0.0,2022
Peru,0.0,0.0,2022
Portugal,0.0,0.0,2022
Reino Unido,0.0,0.0,2022
Taiwan,0.0,0.0,2022
Turquia,0.0,0.0,2022
Uruguai,0.0,0.0,2022
Venezuela,0.0,0.0,2022
Outros,0.0,0.0,2022
Africa do Sul,0.0,0.0,2023
Alemanha,0.0,0.0,2023
Argentina,0.0,0.0,2023
Austria,0.0,0.0,2023
Canadá,0.0,0.0,2023
"Coreia do Sul, República",0.0,0.0,2023
"Coreia do Norte, República",0.0,0.0,2023
Chile,0.0,0.0,2023
China,0.0,0.0,2023
Dinamarca,0.0,0.0,2023
Espanha,0.0,0.0,2023
Estados Unidos,28627.0,15200.0,2023
França,0.0,0.0,2023
Guiana,0.0,0.0,2023
Israel,0.0,0.0,2023
itália,1836.0,1966.0,2023
Japão,0.0,0.0,2023
Líbano,0.0,0.0,2023
México,0.0,0.0,2023
Países Baixos,0.0,0.0,2023
Panamá,0.0,0.0,2023
Peru,0.0,0.0,2023
Portugal,0.0,0.0,2023
Reino Unido,0.0,0.0,2023
Taiwan,0.0,0.0,2023
Turquia,0.0,0.0,2023
Uruguai,0.0,0.0,2023
Venezuela,0.0,0.0,2023
Outros,0.0,0.0,2023
