Países,Quantidade (KG),Valor (US$),Ano
Iugoslávia,0.0,0.0,1981
Líbano,0.0,0.0,1981
Luxemburgo,0.0,0.0,1981
Macedônia,0.0,0.0,1981
Marrocos,0.0,0.0,1981
México,0.0,0.0,1981
Moldávia,0.0,0.0,1981
Montenegro,0.0,0.0,1981
Noruega,0.0,0.0,1981
Nova Zelândia,0.0,0.0,1981
Países Baixos (Holanda),0.0,0.0,1981
Panamá,0.0,0.0,1981
Peru,0.0,0.0,1981
Porto Rico,0.0,0.0,1981
Portugal,933906.0,1271300.0,1981
Reino Unido,0.0,0.0,1981
Republica Dominicana,0.0,0.0,1981
Romênia,0.0,0.0,1981
Rússia,0.0,0.0,1981
San Marino,0.0,0.0,1981
Sérvia,0.0,0.0,1981
Síria,0.0,0.0,1981
Suazilândia,0.0,0.0,1981
Suíça,0.0,0.0,1981
"Tcheca, República",0.0,0.0,1981
Tunísia,0.0,0.0,1981
Turquia,0.0,0.0,1981
Ucrânia,0.0,0.0,1981
Uruguai,0.0,0.0,1981
Não consta na tabela,0.0,0.0,1981
Não declarados,0.0,0.0,1981
Outros,17133.0,17869.0,1981
Africa do Sul,0.0,0.0,1982
Alemanha,996948.0,1126928.0,1982
Argélia,0.0,0.0,1982
Arábia Saudita,0.0,0.0,1982
Argentina,191972.0,264487.0,1982
Armênia,0.0,0.0,1982
Austrália,0.0,0.0,1982
Áustria,0.0,0.0,1982
Bermudas,0.0,0.0,1982
Bélgica,0.0,0.0,1982
Bolívia,0.0,0.0,1982
Bósnia-Herzegovina,0.0,0.0,1982
Brasil,0.0,0.0,1982
Bulgária,0.0,0.0,1982
Canada,0.0,0.0,1982
Chile,786016.0,1124272.0,1982
China,0.0,0.0,1982
"Coreia do Sul, República",0.0,0.0,1982
Croácia,0.0,0.0,1982
Cuba,0.0,0.0,1982
Emirados Árabes Unidos,0.0,0.0,1982
Eslovênia,0.0,0.0,1982
Eslováquia,0.0,0.0,1982
Espanha,119748.0,104790.0,1982
Estados Unidos,40563.0,52983.0,1982
França,313977.0,424752.0,1982
Geórgia,0.0,0.0,1982
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1982
Grécia,0.0,0.0,1982
Hong Kong,0.0,0.0,1982
Hungria,0.0,0.0,1982
Indonésia,0.0,0.0,1982
Irlanda,0.0,0.0,1982
Israel,0.0,0.0,1982
Itália,284440.0,322430.0,1982
Japão,0.0,0.0,1982
Iugoslávia,1350.0,1650.0,1982
Líbano,0.0,0.0,1982
Luxemburgo,0.0,0.0,1982
Macedônia,0.0,0.0,1982
Marrocos,0.0,0.0,1982
México,0.0,0.0,1982
Moldávia,0.0,0.0,1982
Montenegro,0.0,0.0,1982
Noruega,0.0,0.0,1982
Nova Zelândia,0.0,0.0,1982
Países Baixos (Holanda),0.0,0.0,1982
Panamá,0.0,0.0,1982
Peru,0.0,0.0,1982
Porto Rico,0.0,0.0,1982
Portugal,1074983.0,1258983.0,1982
Reino Unido,0.0,0.0,1982
Republica Dominicana,0.0,0.0,1982
Romênia,0.0,0.0,1982
Rússia,0.0,0.0,1982
San Marino,0.0,0.0,1982
Sérvia,0.0,0.0,1982
Síria,0.0,0.0,1982
Suazilândia,0.0,0.0,1982
Suíça,0.0,0.0,1982
"Tcheca, República",0.0,0.0,1982
Tunísia,0.0,0.0,1982
Turquia,0.0,0.0,1982
Ucrânia,0.0,0.0,1982
Uruguai,0.0,0.0,1982
Não consta na tabela,0.0,0.0,1982
Não declarados,0.0,0.0,1982
Outros,22104.0,30505.0,1982
Africa do Sul,0.0,0.0,1983
Alemanha,850055.0,908380.0,1983
Argélia,0.0,0.0,1983
Arábia Saudita,0.0,0.0,1983
Argentina,132634.0,188625.0,1983
Armênia,0.0,0.0,1983
Austrália,0.0,0.0,1983
Áustria,8400.0,7581.0,1983
Bermudas,0.0,0.0,1983
Bélgica,0.0,0.0,1983
Bolívia,0.0,0.0,1983
Bósnia-Herzegovina,0.0,0.0,1983
Brasil,0.0,0.0,1983
Bulgária,0.0,0.0,1983
Canada,0.0,0.0,1983
Chile,598657.0,781217.0,1983
China,0.0,0.0,1983
"Coreia do Sul, República",0.0,0.0,1983
Croácia,0.0,0.0,1983
Cuba,0.0,0.0,1983
Emirados Árabes Unidos,0.0,0.0,1983
Eslovênia,0.0,0.0,1983
Eslováquia,0.0,0.0,1983
Espanha,65961.0,60450.0,1983
Estados Unidos,21654.0,24570.0,1983
França,267008.0,329128.0,1983
Geórgia,0.0,0.0,1983
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1983
Grécia,0.0,0.0,1983
Hong Kong,0.0,0.0,1983
Hungria,0.0,0.0,1983
Indonésia,0.0,0.0,1983
Irlanda,0.0,0.0,1983
Israel,0.0,0.0,1983
Itália,266333.0,308260.0,1983
Japão,0.0,0.0,1983
Iugoslávia,0.0,0.0,1983
Líbano,0.0,0.0,1983
Luxemburgo,0.0,0.0,1983
Macedônia,0.0,0.0,1983
Marrocos,0.0,0.0,1983
México,0.0,0.0,1983
Moldávia,0.0,0.0,1983
Montenegro,0.0,0.0,1983
Noruega,0.0,0.0,1983
Nova Zelândia,0.0,0.0,1983
Países Baixos (Holanda),0.0,0.0,1983
Panamá,0.0,0.0,1983
Peru,0.0,0.0,1983
Porto Rico,0.0,0.0,1983
Portugal,1189656.0,1338370.0,1983
Reino Unido,0.0,0.0,1983
Republica Dominicana,0.0,0.0,1983
Romênia,0.0,0.0,1983
Rússia,0.0,0.0,1983
San Marino,0.0,0.0,1983
Sérvia,0.0,0.0,1983
Síria,0.0,0.0,1983
Suazilândia,0.0,0.0,1983
Suíça,0.0,0.0,1983
"Tcheca, República",0.0,0.0,1983
Tunísia,0.0,0.0,1983
Turquia,0.0,0.0,1983
Ucrânia,0.0,0.0,1983
Uruguai,0.0,0.0,1983
Não consta na tabela,0.0,0.0,1983
Não declarados,0.0,0.0,1983
Outros,6738.0,5862.0,1983
Africa do Sul,0.0,0.0,1984
Alemanha,586645.0,564129.0,1984
Argélia,0.0,0.0,1984
Arábia Saudita,0.0,0.0,1984
Argentina,42438.0,64603.0,1984
Armênia,0.0,0.0,1984
Austrália,0.0,0.0,1984
Áustria,0.0,0.0,1984
Bermudas,0.0,0.0,1984
Bélgica,0.0,0.0,1984
Bolívia,0.0,0.0,1984
Bósnia-Herzegovina,0.0,0.0,1984
Brasil,0.0,0.0,1984
Bulgária,0.0,0.0,1984
Canada,0.0,0.0,1984
Chile,490217.0,527176.0,1984
China,0.0,0.0,1984
"Coreia do Sul, República",0.0,0.0,1984
Croácia,0.0,0.0,1984
Cuba,0.0,0.0,1984
Emirados Árabes Unidos,0.0,0.0,1984
Eslovênia,0.0,0.0,1984
Eslováquia,0.0,0.0,1984
Espanha,7200.0,8421.0,1984
Estados Unidos,0.0,0.0,1984
França,117087.0,138156.0,1984
Geórgia,0.0,0.0,1984
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1984
Grécia,0.0,0.0,1984
Hong Kong,0.0,0.0,1984
Hungria,0.0,0.0,1984
Indonésia,0.0,0.0,1984
Irlanda,0.0,0.0,1984
Israel,0.0,0.0,1984
Itália,132321.0,141201.0,1984
Japão,0.0,0.0,1984
Iugoslávia,0.0,0.0,1984
Líbano,0.0,0.0,1984
Luxemburgo,0.0,0.0,1984
Macedônia,0.0,0.0,1984
Marrocos,0.0,0.0,1984
México,0.0,0.0,1984
Moldávia,0.0,0.0,1984
Montenegro,0.0,0.0,1984
Noruega,0.0,0.0,1984
Nova Zelândia,0.0,0.0,1984
Países Baixos (Holanda),0.0,0.0,1984
Panamá,0.0,0.0,1984
Peru,0.0,0.0,1984
Porto Rico,0.0,0.0,1984
Portugal,536706.0,531515.0,1984
Reino Unido,0.0,0.0,1984
Republica Dominicana,0.0,0.0,1984
Romênia,0.0,0.0,1984
Rússia,0.0,0.0,1984
San Marino,0.0,0.0,1984
Sérvia,0.0,0.0,1984
Síria,0.0,0.0,1984
Suazilândia,0.0,0.0,1984
Suíça,0.0,0.0,1984
"Tcheca, República",0.0,0.0,1984
Tunísia,0.0,0.0,1984
Turquia,0.0,0.0,1984
Ucrânia,0.0,0.0,1984
Uruguai,0.0,0.0,1984
Não consta na tabela,0.0,0.0,1984
Não declarados,0.0,0.0,1984
Outros,26490.0,34499.0,1984
Africa do Sul,0.0,0.0,1985
Alemanha,1069717.0,1122438.0,1985
Argélia,0.0,0.0,1985
Arábia Saudita,0.0,0.0,1985
Argentina,114570.0,164424.0,1985
Armênia,0.0,0.0,1985
Austrália,0.0,0.0,1985
Áustria,11830.0,5016.0,1985
Bermudas,0.0,0.0,1985
Bélgica,0.0,0.0,1985
Bolívia,0.0,0.0,1985
Bósnia-Herzegovina,0.0,0.0,1985
Brasil,0.0,0.0,1985
Bulgária,0.0,0.0,1985
Canada,0.0,0.0,1985
Chile,1114665.0,1195151.0,1985
China,0.0,0.0,1985
"Coreia do Sul, República",0.0,0.0,1985
Croácia,0.0,0.0,1985
Cuba,0.0,0.0,1985
Emirados Árabes Unidos,0.0,0.0,1985
Eslovênia,0.0,0.0,1985
Eslováquia,0.0,0.0,1985
Espanha,61924.0,59833.0,1985
Estados Unidos,11025.0,15805.0,1985
França,540136.0,735516.0,1985
Geórgia,0.0,0.0,1985
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1985
Grécia,0.0,0.0,1985
Hong Kong,0.0,0.0,1985
Hungria,0.0,0.0,1985
Indonésia,0.0,0.0,1985
Irlanda,0.0,0.0,1985
Israel,0.0,0.0,1985
Itália,327976.0,385365.0,1985
Japão,0.0,0.0,1985
Iugoslávia,14238.0,11619.0,1985
Líbano,0.0,0.0,1985
Luxemburgo,0.0,0.0,1985
Macedônia,0.0,0.0,1985
Marrocos,0.0,0.0,1985
México,0.0,0.0,1985
Moldávia,0.0,0.0,1985
Montenegro,0.0,0.0,1985
Noruega,0.0,0.0,1985
Nova Zelândia,0.0,0.0,1985
Países Baixos (Holanda),0.0,0.0,1985
Panamá,0.0,0.0,1985
Peru,0.0,0.0,1985
Porto Rico,0.0,0.0,1985
Portugal,1484998.0,1406897.0,1985
Reino Unido,0.0,0.0,1985
Republica Dominicana,0.0,0.0,1985
Romênia,0.0,0.0,1985
Rússia,0.0,0.0,1985
San Marino,0.0,0.0,1985
Sérvia,0.0,0.0,1985
Síria,0.0,0.0,1985
Suazilândia,0.0,0.0,1985
Suíça,0.0,0.0,1985
"Tcheca, República",0.0,0.0,1985
Tunísia,0.0,0.0,1985
Turquia,0.0,0.0,1985
Ucrânia,0.0,0.0,1985
Uruguai,0.0,0.0,1985
Não consta na tabela,0.0,0.0,1985
Não declarados,0.0,0.0,1985
Outros,5400.0,12812.0,1985
Africa do Sul,0.0,0.0,1986
Alemanha,2357113.0,3008737.0,1986
Argélia,0.0,0.0,1986
Arábia Saudita,0.0,0.0,1986
Argentina,170413.0,242678.0,1986
Armênia,0.0,0.0,1986
Austrália,0.0,0.0,1986
Áustria,1740.0,3508.0,1986
Bermudas,0.0,0.0,1986
Bélgica,0.0,0.0,1986
Bolívia,0.0,0.0,1986
Bósnia-Herzegovina,0.0,0.0,1986
Brasil,0.0,0.0,1986
Bulgária,0.0,0.0,1986
Canada,0.0,0.0,1986
Chile,1347894.0,1416109.0,1986
China,0.0,0.0,1986
"Coreia do Sul, República",0.0,0.0,1986
Croácia,0.0,0.0,1986
Cuba,0.0,0.0,1986
Emirados Árabes Unidos,0.0,0.0,1986
Eslovênia,0.0,0.0,1986
Eslováquia,0.0,0.0,1986
Espanha,52429.0,61130.0,1986
Estados Unidos,5796.0,9218.0,1986
França,625421.0,980754.0,1986
Geórgia,0.0,0.0,1986
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1986
Grécia,0.0,0.0,1986
Hong Kong,0.0,0.0,1986
Hungria,0.0,0.0,1986
Indonésia,0.0,0.0,1986
Irlanda,0.0,0.0,1986
Israel,0.0,0.0,1986
Itália,430029.0,601494.0,1986
Japão,0.0,0.0,1986
Iugoslávia,0.0,0.0,1986
Líbano,0.0,0.0,1986
Luxemburgo,0.0,0.0,1986
Macedônia,0.0,0.0,1986
Marrocos,0.0,0.0,1986
México,0.0,0.0,1986
Moldávia,0.0,0.0,1986
Montenegro,0.0,0.0,1986
Noruega,0.0,0.0,1986
Nova Zelândia,0.0,0.0,1986
Países Baixos (Holanda),0.0,0.0,1986
Panamá,0.0,0.0,1986
Peru,0.0,0.0,1986
Porto Rico,0.0,0.0,1986
Portugal,2270772.0,2258643.0,1986
Reino Unido,0.0,0.0,1986
Republica Dominicana,0.0,0.0,1986
Romênia,0.0,0.0,1986
Rússia,0.0,0.0,1986
San Marino,0.0,0.0,1986
Sérvia,0.0,0.0,1986
Síria,0.0,0.0,1986
Suazilândia,0.0,0.0,1986
Suíça,0.0,0.0,1986
"Tcheca, República",0.0,0.0,1986
Tunísia,0.0,0.0,1986
Turquia,0.0,0.0,1986
Ucrânia,0.0,0.0,1986
Uruguai,0.0,0.0,1986
Não consta na tabela,0.0,0.0,1986
Não declarados,0.0,0.0,1986
Outros,15717.0,18768.0,1986
Africa do Sul,0.0,0.0,1987
Alemanha,1307519.0,1863924.0,1987
Argélia,0.0,0.0,1987
Arábia Saudita,0.0,0.0,1987
Argentina,98854.0,136841.0,1987
Armênia,0.0,0.0,1987
Austrália,0.0,0.0,1987
Áustria,2520.0,7650.0,1987
Bermudas,0.0,0.0,1987
Bélgica,0.0,0.0,1987
Bolívia,0.0,0.0,1987
Bósnia-Herzegovina,0.0,0.0,1987
Brasil,0.0,0.0,1987
Bulgária,0.0,0.0,1987
Canada,0.0,0.0,1987
Chile,914549.0,1008445.0,1987
China,0.0,0.0,1987
"Coreia do Sul, República",0.0,0.0,1987
Croácia,0.0,0.0,1987
Cuba,0.0,0.0,1987
Emirados Árabes Unidos,0.0,0.0,1987
Eslovênia,0.0,0.0,1987
Eslováquia,0.0,0.0,1987
Espanha,71472.0,101606.0,1987
Estados Unidos,16517.0,17965.0,1987
França,340250.0,653846.0,1987
Geórgia,0.0,0.0,1987
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1987
Grécia,0.0,0.0,1987
Hong Kong,0.0,0.0,1987
Hungria,0.0,0.0,1987
Indonésia,0.0,0.0,1987
Irlanda,0.0,0.0,1987
Israel,0.0,0.0,1987
Itália,306950.0,467597.0,1987
Japão,0.0,0.0,1987
Iugoslávia,17835.0,14390.0,1987
Líbano,0.0,0.0,1987
Luxemburgo,0.0,0.0,1987
Macedônia,0.0,0.0,1987
Marrocos,0.0,0.0,1987
México,0.0,0.0,1987
Moldávia,0.0,0.0,1987
Montenegro,0.0,0.0,1987
Noruega,0.0,0.0,1987
Nova Zelândia,0.0,0.0,1987
Países Baixos (Holanda),0.0,0.0,1987
Panamá,0.0,0.0,1987
Peru,0.0,0.0,1987
Porto Rico,0.0,0.0,1987
Portugal,1477093.0,1610041.0,1987
Reino Unido,0.0,0.0,1987
Republica Dominicana,0.0,0.0,1987
Romênia,0.0,0.0,1987
Rússia,0.0,0.0,1987
San Marino,0.0,0.0,1987
Sérvia,0.0,0.0,1987
Síria,0.0,0.0,1987
Suazilândia,0.0,0.0,1987
Suíça,0.0,0.0,1987
"Tcheca, República",0.0,0.0,1987
Tunísia,0.0,0.0,1987
Turquia,0.0,0.0,1987
Ucrânia,0.0,0.0,1987
Uruguai,0.0,0.0,1987
Não consta na tabela,0.0,0.0,1987
Não declarados,0.0,0.0,1987
Outros,28.0,40.0,1987
Africa do Sul,0.0,0.0,1988
Alemanha,2029271.0,2757417.0,1988
Argélia,0.0,0.0,1988
Arábia Saudita,0.0,0.0,1988
Argentina,414931.0,590758.0,1988
Armênia,0.0,0.0,1988
Austrália,0.0,0.0,1988
Áustria,1800.0,7045.0,1988
Bermudas,0.0,0.0,1988
Bélgica,0.0,0.0,1988
Bolívia,0.0,0.0,1988
Bósnia-Herzegovina,0.0,0.0,1988
Brasil,0.0,0.0,1988
Bulgária,0.0,0.0,1988
Canada,0.0,0.0,1988
Chile,1240065.0,1474473.0,1988
China,0.0,0.0,1988
"Coreia do Sul, República",0.0,0.0,1988
Croácia,0.0,0.0,1988
Cuba,0.0,0.0,1988
Emirados Árabes Unidos,0.0,0.0,1988
Eslovênia,0.0,0.0,1988
Eslováquia,0.0,0.0,1988
Espanha,67339.0,108259.0,1988
Estados Unidos,6120.0,7880.0,1988
França,435573.0,724549.0,1988
Geórgia,0.0,0.0,1988
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1988
Grécia,0.0,0.0,1988
Hong Kong,0.0,0.0,1988
Hungria,0.0,0.0,1988
Indonésia,0.0,0.0,1988
Irlanda,0.0,0.0,1988
Israel,0.0,0.0,1988
Itália,410419.0,703116.0,1988
Japão,0.0,0.0,1988
Iugoslávia,20160.0,17700.0,1988
Líbano,0.0,0.0,1988
Luxemburgo,0.0,0.0,1988
Macedônia,0.0,0.0,1988
Marrocos,0.0,0.0,1988
México,0.0,0.0,1988
Moldávia,0.0,0.0,1988
Montenegro,0.0,0.0,1988
Noruega,0.0,0.0,1988
Nova Zelândia,0.0,0.0,1988
Países Baixos (Holanda),0.0,0.0,1988
Panamá,0.0,0.0,1988
Peru,0.0,0.0,1988
Porto Rico,0.0,0.0,1988
Portugal,1454323.0,1884873.0,1988
Reino Unido,0.0,0.0,1988
Republica Dominicana,0.0,0.0,1988
Romênia,0.0,0.0,1988
Rússia,0.0,0.0,1988
San Marino,0.0,0.0,1988
Sérvia,0.0,0.0,1988
Síria,0.0,0.0,1988
Suazilândia,0.0,0.0,1988
Suíça,0.0,0.0,1988
"Tcheca, República",0.0,0.0,1988
Tunísia,0.0,0.0,1988
Turquia,0.0,0.0,1988
Ucrânia,0.0,0.0,1988
Uruguai,0.0,0.0,1988
Não consta na tabela,0.0,0.0,1988
Não declarados,0.0,0.0,1988
Outros,435.0,450.0,1988
Africa do Sul,0.0,0.0,1989
Alemanha,2885143.0,4074739.0,1989
Argélia,0.0,0.0,1989
Arábia Saudita,0.0,0.0,1989
Argentina,716062.0,1153585.0,1989
Armênia,0.0,0.0,1989
Austrália,0.0,0.0,1989
Áustria,0.0,0.0,1989
Bermudas,0.0,0.0,1989
Bélgica,0.0,0.0,1989
Bolívia,0.0,0.0,1989
Bósnia-Herzegovina,0.0,0.0,1989
Brasil,0.0,0.0,1989
Bulgária,0.0,0.0,1989
Canada,0.0,0.0,1989
Chile,2020687.0,2675722.0,1989
China,0.0,0.0,1989
"Coreia do Sul, República",0.0,0.0,1989
Croácia,0.0,0.0,1989
Cuba,0.0,0.0,1989
Emirados Árabes Unidos,0.0,0.0,1989
Eslovênia,0.0,0.0,1989
Eslováquia,0.0,0.0,1989
Espanha,54954.0,130171.0,1989
Estados Unidos,14400.0,53390.0,1989
França,701300.0,1422973.0,1989
Geórgia,0.0,0.0,1989
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1989
Grécia,0.0,0.0,1989
Hong Kong,0.0,0.0,1989
Hungria,0.0,0.0,1989
Indonésia,0.0,0.0,1989
Irlanda,0.0,0.0,1989
Israel,0.0,0.0,1989
Itália,750290.0,1341632.0,1989
Japão,0.0,0.0,1989
Iugoslávia,17100.0,19150.0,1989
Líbano,0.0,0.0,1989
Luxemburgo,0.0,0.0,1989
Macedônia,0.0,0.0,1989
Marrocos,0.0,0.0,1989
México,0.0,0.0,1989
Moldávia,0.0,0.0,1989
Montenegro,0.0,0.0,1989
Noruega,0.0,0.0,1989
Nova Zelândia,0.0,0.0,1989
Países Baixos (Holanda),0.0,0.0,1989
Panamá,0.0,0.0,1989
Peru,0.0,0.0,1989
Porto Rico,0.0,0.0,1989
Portugal,1690391.0,2924935.0,1989
Reino Unido,0.0,0.0,1989
Republica Dominicana,0.0,0.0,1989
Romênia,0.0,0.0,1989
Rússia,0.0,0.0,1989
San Marino,0.0,0.0,1989
Sérvia,0.0,0.0,1989
Síria,0.0,0.0,1989
Suazilândia,0.0,0.0,1989
Suíça,0.0,0.0,1989
"Tcheca, República",0.0,0.0,1989
Tunísia,0.0,0.0,1989
Turquia,0.0,0.0,1989
Ucrânia,0.0,0.0,1989
Uruguai,0.0,0.0,1989
Não consta na tabela,0.0,0.0,1989
Não declarados,0.0,0.0,1989
Outros,10788.0,21458.0,1989
Africa do Sul,0.0,0.0,1990
Alemanha,3342223.0,5875679.0,1990
Argélia,0.0,0.0,1990
Arábia Saudita,0.0,0.0,1990
Argentina,455774.0,721398.0,1990
Armênia,0.0,0.0,1990
Austrália,0.0,0.0,1990
Áustria,0.0,0.0,1990
Bermudas,0.0,0.0,1990
Bélgica,0.0,0.0,1990
Bolívia,0.0,0.0,1990
Bósnia-Herzegovina,0.0,0.0,1990
Brasil,0.0,0.0,1990
Bulgária,0.0,0.0,1990
Canada,0.0,0.0,1990
Chile,1530497.0,2034195.0,1990
China,0.0,0.0,1990
"Coreia do Sul, República",0.0,0.0,1990
Croácia,0.0,0.0,1990
Cuba,0.0,0.0,1990
Emirados Árabes Unidos,0.0,0.0,1990
Eslovênia,0.0,0.0,1990
Eslováquia,0.0,0.0,1990
Espanha,132157.0,503357.0,1990
Estados Unidos,27900.0,142509.0,1990
França,479460.0,1807082.0,1990
Geórgia,0.0,0.0,1990
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1990
Grécia,0.0,0.0,1990
Hong Kong,0.0,0.0,1990
Hungria,0.0,0.0,1990
Indonésia,0.0,0.0,1990
Irlanda,0.0,0.0,1990
Israel,0.0,0.0,1990
Itália,497616.0,1284638.0,1990
Japão,0.0,0.0,1990
Iugoslávia,38640.0,44100.0,1990
Líbano,0.0,0.0,1990
Luxemburgo,0.0,0.0,1990
Macedônia,0.0,0.0,1990
Marrocos,0.0,0.0,1990
México,0.0,0.0,1990
Moldávia,0.0,0.0,1990
Montenegro,0.0,0.0,1990
Noruega,0.0,0.0,1990
Nova Zelândia,0.0,0.0,1990
Países Baixos (Holanda),0.0,0.0,1990
Panamá,0.0,0.0,1990
Peru,0.0,0.0,1990
Porto Rico,0.0,0.0,1990
Portugal,1423882.0,2793037.0,1990
Reino Unido,0.0,0.0,1990
Republica Dominicana,0.0,0.0,1990
Romênia,0.0,0.0,1990
Rússia,0.0,0.0,1990
San Marino,0.0,0.0,1990
Sérvia,0.0,0.0,1990
Síria,0.0,0.0,1990
Suazilândia,0.0,0.0,1990
Suíça,0.0,0.0,1990
"Tcheca, República",0.0,0.0,1990
Tunísia,0.0,0.0,1990
Turquia,0.0,0.0,1990
Ucrânia,0.0,0.0,1990
Uruguai,0.0,0.0,1990
Não consta na tabela,0.0,0.0,1990
Não declarados,0.0,0.0,1990
Outros,65835.0,145083.0,1990
Africa do Sul,0.0,0.0,1991
Alemanha,3096425.0,4545305.0,1991
Argélia,0.0,0.0,1991
Arábia Saudita,0.0,0.0,1991
Argentina,852441.0,1493649.0,1991
Armênia,0.0,0.0,1991
Austrália,0.0,0.0,1991
Áustria,6180.0,21658.0,1991
Bermudas,0.0,0.0,1991
Bélgica,0.0,0.0,1991
Bolívia,0.0,0.0,1991
Bósnia-Herzegovina,0.0,0.0,1991
Brasil,0.0,0.0,1991
Bulgária,0.0,0.0,1991
Canada,0.0,0.0,1991
Chile,1424430.0,1869655.0,1991
China,0.0,0.0,1991
"Coreia do Sul, República",0.0,0.0,1991
Croácia,0.0,0.0,1991
Cuba,0.0,0.0,1991
Emirados Árabes Unidos,0.0,0.0,1991
Eslovênia,0.0,0.0,1991
Eslováquia,0.0,0.0,1991
Espanha,52892.0,169698.0,1991
Estados Unidos,25655.0,62170.0,1991
França,503488.0,1870305.0,1991
Geórgia,0.0,0.0,1991
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1991
Grécia,0.0,0.0,1991
Hong Kong,0.0,0.0,1991
Hungria,0.0,0.0,1991
Indonésia,0.0,0.0,1991
Irlanda,0.0,0.0,1991
Israel,0.0,0.0,1991
Itália,566035.0,1331248.0,1991
Japão,0.0,0.0,1991
Iugoslávia,25650.0,31825.0,1991
Líbano,0.0,0.0,1991
Luxemburgo,0.0,0.0,1991
Macedônia,0.0,0.0,1991
Marrocos,0.0,0.0,1991
México,0.0,0.0,1991
Moldávia,0.0,0.0,1991
Montenegro,0.0,0.0,1991
Noruega,0.0,0.0,1991
Nova Zelândia,0.0,0.0,1991
Países Baixos (Holanda),0.0,0.0,1991
Panamá,0.0,0.0,1991
Peru,0.0,0.0,1991
Porto Rico,0.0,0.0,1991
Portugal,1361858.0,2525520.0,1991
Reino Unido,0.0,0.0,1991
Republica Dominicana,0.0,0.0,1991
Romênia,0.0,0.0,1991
Rússia,0.0,0.0,1991
San Marino,0.0,0.0,1991
Sérvia,0.0,0.0,1991
Síria,0.0,0.0,1991
Suazilândia,0.0,0.0,1991
Suíça,0.0,0.0,1991
"Tcheca, República",0.0,0.0,1991
Tunísia,0.0,0.0,1991
Turquia,0.0,0.0,1991
Ucrânia,0.0,0.0,1991
Uruguai,0.0,0.0,1991
Não consta na tabela,0.0,0.0,1991
Não declarados,0.0,0.0,1991
Outros,97662.0,161151.0,1991
Africa do Sul,0.0,0.0,1992
Alemanha,2515557.0,3644055.0,1992
Argélia,0.0,0.0,1992
Arábia Saudita,0.0,0.0,1992
Argentina,444896.0,815668.0,1992
Armênia,0.0,0.0,1992
Austrália,0.0,0.0,1992
Áustria,0.0,0.0,1992
Bermudas,0.0,0.0,1992
Bélgica,20700.0,30575.0,1992
Bolívia,0.0,0.0,1992
Bósnia-Herzegovina,0.0,0.0,1992
Brasil,0.0,0.0,1992
Bulgária,0.0,0.0,1992
Canada,0.0,0.0,1992
Chile,1073114.0,1421889.0,1992
China,0.0,0.0,1992
"Coreia do Sul, República",0.0,0.0,1992
Croácia,0.0,0.0,1992
Cuba,0.0,0.0,1992
Emirados Árabes Unidos,0.0,0.0,1992
Eslovênia,0.0,0.0,1992
Eslováquia,0.0,0.0,1992
Espanha,51921.0,144087.0,1992
Estados Unidos,16836.0,44552.0,1992
França,356417.0,888246.0,1992
Geórgia,0.0,0.0,1992
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1992
Grécia,0.0,0.0,1992
Hong Kong,0.0,0.0,1992
Hungria,0.0,0.0,1992
Indonésia,0.0,0.0,1992
Irlanda,0.0,0.0,1992
Israel,0.0,0.0,1992
Itália,540439.0,1307032.0,1992
Japão,0.0,0.0,1992
Iugoslávia,25596.0,31968.0,1992
Líbano,0.0,0.0,1992
Luxemburgo,0.0,0.0,1992
Macedônia,0.0,0.0,1992
Marrocos,0.0,0.0,1992
México,0.0,0.0,1992
Moldávia,0.0,0.0,1992
Montenegro,0.0,0.0,1992
Noruega,0.0,0.0,1992
Nova Zelândia,0.0,0.0,1992
Países Baixos (Holanda),0.0,0.0,1992
Panamá,0.0,0.0,1992
Peru,0.0,0.0,1992
Porto Rico,0.0,0.0,1992
Portugal,1034446.0,1792170.0,1992
Reino Unido,0.0,0.0,1992
Republica Dominicana,0.0,0.0,1992
Romênia,0.0,0.0,1992
Rússia,0.0,0.0,1992
San Marino,0.0,0.0,1992
Sérvia,0.0,0.0,1992
Síria,0.0,0.0,1992
Suazilândia,0.0,0.0,1992
Suíça,0.0,0.0,1992
"Tcheca, República",0.0,0.0,1992
Tunísia,0.0,0.0,1992
Turquia,0.0,0.0,1992
Ucrânia,0.0,0.0,1992
Uruguai,11247.0,21795.0,1992
Não consta na tabela,0.0,0.0,1992
Não declarados,0.0,0.0,1992
Outros,24465.0,59352.0,1992
Africa do Sul,0.0,0.0,1993
Alemanha,5721360.0,7155615.0,1993
Argélia,0.0,0.0,1993
Arábia Saudita,0.0,0.0,1993
Argentina,359542.0,795068.0,1993
